[2018-10-19T00:28:50.893] [INFO] default - [::1 GET /model 301 1ms][ HTTP/1.0 Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36]
[2018-10-19T09:39:00.529] [INFO] default - [undefined GET /codeplay/static/snap/manykit/base64.js 304 1ms][http://www.manykit.com/codeplay/static/snap/playsnap.html HTTP/1.0 Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36]
[2018-10-19T09:39:00.543] [INFO] default - [undefined GET /res/verify 304 4ms][http://www.manykit.com/codeplay/ HTTP/1.0 Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36]
[2018-10-19T09:39:01.868] [INFO] default - [undefined GET /codeplay/static/snap/player.png 304 3ms][http://www.manykit.com/codeplay/static/snap/playsnap.html HTTP/1.0 Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36]
[2018-10-19T09:39:01.998] [INFO] default - [undefined GET /res/verify 304 1ms][http://www.manykit.com/codeplay/static/snap/playsnap.html HTTP/1.0 Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36]
[2018-10-19T09:39:02.447] [INFO] default - [undefined GET /codeplay/static/snap/manykit/manykit.png 304 1ms][http://www.manykit.com/codeplay/static/snap/playsnap.html HTTP/1.0 Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36]
[2018-10-19T09:39:02.596] [INFO] default - [::1 POST /res/getfile 200 140ms][http://www.manykit.com/codeplay/static/snap/playsnap.html HTTP/1.0 Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36]
[2018-10-19T09:42:13.730] [INFO] default - [::ffff:127.0.0.1 POST /api/material/modulelist 200 2ms][http://www.manykit.com/ HTTP/1.0 Mozilla/5.0 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)]
[2018-10-19T09:42:14.166] [INFO] default - [::1 POST /res/filelist 200 305ms][http://www.manykit.com/ HTTP/1.0 Mozilla/5.0 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)]
[2018-10-19T09:42:22.511] [INFO] default - [::ffff:127.0.0.1 GET /res/verify 200 1ms][http://www.manykit.com/ HTTP/1.0 Mozilla/5.0 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)]
[2018-10-19T09:52:48.407] [INFO] default - [::1 GET /codeplay 301 1ms][ HTTP/1.0 Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_4 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13G35 QQ/6.5.3.410 V1_IPH_SQ_6.5.3_1_APP_A Pixel/750 Core/UIWebView NetType/2G Mem/117]
[2018-10-19T09:52:48.481] [INFO] default - [undefined GET /codeplay/ 200 2ms][http://www.manykit.com/codeplay HTTP/1.0 Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_4 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13G35 QQ/6.5.3.410 V1_IPH_SQ_6.5.3_1_APP_A Pixel/750 Core/UIWebView NetType/2G Mem/117]
[2018-10-19T10:20:30.656] [INFO] default - [::1 POST /api/material/modulelist 200 3ms][http://www.manykit.com/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:20:30.715] [INFO] default - [undefined GET /static/images/5e784bd0-ceb3-11e8-b0dd-b59eb6c2d87fVJGdhz.png 304 2ms][http://www.manykit.com/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:20:30.726] [INFO] default - [undefined GET /static/images/c39c4650-d02b-11e8-b472-73f501acc6c420UVPU.png 304 2ms][http://www.manykit.com/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:20:31.147] [INFO] default - [::ffff:127.0.0.1 POST /res/filelist 200 393ms][http://www.manykit.com/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:20:31.153] [INFO] default - [::1 GET /static/images/4405ba30-d02a-11e8-b472-73f501acc6c4QdUhWK.png 304 4ms][http://www.manykit.com/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:20:31.155] [INFO] default - [undefined GET /static/images/f963b600-d02c-11e8-8f91-455df81aec64XDgqFR.png 304 3ms][http://www.manykit.com/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:20:31.158] [INFO] default - [undefined GET /static/images/91bb86b0-d02a-11e8-b472-73f501acc6c4fjyFvO.png 304 5ms][http://www.manykit.com/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:20:31.746] [INFO] default - [undefined GET /res/verify 304 1ms][http://www.manykit.com/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:20:35.644] [INFO] default - [undefined GET /model/ 200 3ms][http://www.manykit.com/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:20:35.770] [INFO] default - [undefined GET /model/static/js/app.4c67dab4513afdfbf26b.js 200 53ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:20:35.783] [INFO] default - [undefined GET /model/static/js/manifest.9e877a17fe962a07e820.js 200 66ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:20:35.788] [INFO] default - [undefined GET /model/static/css/app.7b8d99a9d7b0777afe010fe4a19c7cf2.css 200 73ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:20:35.837] [INFO] default - [undefined GET /model/static/js/vendor.0437df50d3fbb8bf32f8.js 200 119ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:20:36.884] [INFO] default - [undefined GET /model/static/js/0.99d63549bc2dce53da4c.js 200 23ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:20:36.894] [INFO] default - [undefined GET /model/static/js/1.d0b5e091a5fc297137d6.js 200 37ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:20:36.977] [INFO] default - [undefined GET /res/verify 304 1ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:20:37.057] [INFO] default - [::ffff:127.0.0.1 POST /api/material/getcomment 200 85ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:20:37.259] [INFO] default - [::1 POST /api/material/getmodule 200 284ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:20:37.351] [INFO] default - [undefined GET /model/static/model/stl/index.html 200 31ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:20:37.413] [INFO] default - [undefined GET /static/headportrait/f12dc3e0-cba9-11e8-89f8-7f3bb4329636gBsUfH.png 200 93ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:20:37.454] [INFO] default - [undefined GET /model/static/model/stl/js/STLLoader.js 200 35ms][http://www.manykit.com/model/static/model/stl/index.html HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:20:37.455] [INFO] default - [undefined GET /model/static/model/stl/js/Detector.js 200 37ms][http://www.manykit.com/model/static/model/stl/index.html HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:20:37.456] [INFO] default - [undefined GET /model/static/model/stl/js/stats.min.js 200 49ms][http://www.manykit.com/model/static/model/stl/index.html HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:20:37.552] [INFO] default - [undefined GET /model/static/model/stl/js/three.js 200 144ms][http://www.manykit.com/model/static/model/stl/index.html HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:20:38.245] [INFO] default - [::1 GET /static/model/410ec150-d02a-11e8-b472-73f501acc6c4jXwckX.stl 200 116ms][http://www.manykit.com/model/static/model/stl/index.html HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:27.595] [INFO] default - [undefined GET /model/static/js/4.c385aa855986d2c07a53.js 200 41ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:27.728] [INFO] default - [::1 POST /api/material/modulelist 200 6ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:27.805] [INFO] default - [undefined GET /static/images/c39c4650-d02b-11e8-b472-73f501acc6c420UVPU.png 304 5ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:27.807] [INFO] default - [undefined GET /static/images/4405ba30-d02a-11e8-b472-73f501acc6c4QdUhWK.png 304 5ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:27.808] [INFO] default - [undefined GET /static/images/91bb86b0-d02a-11e8-b472-73f501acc6c4fjyFvO.png 304 5ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:27.809] [INFO] default - [undefined GET /static/images/f963b600-d02c-11e8-8f91-455df81aec64XDgqFR.png 304 5ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:27.810] [INFO] default - [undefined GET /static/images/5e784bd0-ceb3-11e8-b0dd-b59eb6c2d87fVJGdhz.png 304 6ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:31.652] [INFO] default - [::1 POST /api/material/modulelist 200 3ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:32.954] [INFO] default - [::ffff:127.0.0.1 POST /api/material/modulelist 200 2ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:34.733] [INFO] default - [::1 POST /api/material/modulelist 200 3ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:35.430] [INFO] default - [::ffff:127.0.0.1 POST /api/material/modulelist 200 6ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:36.501] [INFO] default - [undefined GET /model/static/js/5.f37fda9109164cb27901.js 200 13ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:36.607] [INFO] default - [::ffff:127.0.0.1 POST /api/material/modulelist 200 2ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:43.454] [INFO] default - [::1 GET /model 301 2ms][http://www.manykit.com/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:43.522] [INFO] default - [undefined GET /model/ 304 1ms][http://www.manykit.com/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:43.599] [INFO] default - [undefined GET /model/static/js/vendor.0437df50d3fbb8bf32f8.js 304 3ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:43.599] [INFO] default - [undefined GET /model/static/js/app.4c67dab4513afdfbf26b.js 304 3ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:43.600] [INFO] default - [undefined GET /model/static/js/manifest.9e877a17fe962a07e820.js 304 3ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:43.602] [INFO] default - [undefined GET /model/static/css/app.7b8d99a9d7b0777afe010fe4a19c7cf2.css 304 5ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:43.861] [INFO] default - [undefined GET /model/static/js/0.99d63549bc2dce53da4c.js 304 1ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:43.871] [INFO] default - [undefined GET /model/static/js/5.f37fda9109164cb27901.js 304 1ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:43.993] [INFO] default - [undefined GET /res/verify 304 2ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:43.996] [INFO] default - [::ffff:127.0.0.1 POST /api/material/modulelist 200 3ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:45.900] [INFO] default - [::1 POST /api/material/modulelist 200 2ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:46.498] [INFO] default - [::ffff:127.0.0.1 POST /api/material/modulelist 200 2ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:47.411] [INFO] default - [::1 POST /api/material/modulelist 200 2ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:48.067] [INFO] default - [::ffff:127.0.0.1 POST /api/material/modulelist 200 2ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:48.697] [INFO] default - [::1 POST /api/material/modulelist 200 2ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:49.346] [INFO] default - [::ffff:127.0.0.1 POST /api/material/modulelist 200 2ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:50.355] [INFO] default - [::1 POST /api/material/modulelist 200 2ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:51.266] [INFO] default - [::ffff:127.0.0.1 POST /api/material/modulelist 200 2ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:53.130] [INFO] default - [::1 POST /api/material/modulelist 200 2ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:55.650] [INFO] default - [undefined GET /model/static/js/4.c385aa855986d2c07a53.js 304 1ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:55.757] [INFO] default - [::1 POST /api/material/modulelist 200 2ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:55.822] [INFO] default - [undefined GET /static/headportrait/f12dc3e0-cba9-11e8-89f8-7f3bb4329636gBsUfH.png 304 2ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:55.822] [INFO] default - [undefined GET /static/images/5e784bd0-ceb3-11e8-b0dd-b59eb6c2d87fVJGdhz.png 304 2ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:55.824] [INFO] default - [undefined GET /static/images/4405ba30-d02a-11e8-b472-73f501acc6c4QdUhWK.png 304 1ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:55.836] [INFO] default - [undefined GET /static/images/91bb86b0-d02a-11e8-b472-73f501acc6c4fjyFvO.png 304 1ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:55.837] [INFO] default - [undefined GET /static/images/c39c4650-d02b-11e8-b472-73f501acc6c420UVPU.png 304 2ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:21:55.864] [INFO] default - [undefined GET /static/images/f963b600-d02c-11e8-8f91-455df81aec64XDgqFR.png 304 1ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:22:02.235] [INFO] default - [::ffff:127.0.0.1 POST /api/material/modulelist 200 3ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:22:02.290] [INFO] default - [undefined GET /static/images/4405ba30-d02a-11e8-b472-73f501acc6c4QdUhWK.png 304 3ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:22:02.293] [INFO] default - [undefined GET /static/images/f963b600-d02c-11e8-8f91-455df81aec64XDgqFR.png 304 5ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:22:02.294] [INFO] default - [undefined GET /static/images/c39c4650-d02b-11e8-b472-73f501acc6c420UVPU.png 304 6ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:22:02.296] [INFO] default - [undefined GET /static/images/91bb86b0-d02a-11e8-b472-73f501acc6c4fjyFvO.png 304 6ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:22:02.298] [INFO] default - [undefined GET /static/images/5e784bd0-ceb3-11e8-b0dd-b59eb6c2d87fVJGdhz.png 304 1ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:22:03.011] [INFO] default - [::1 POST /api/material/getcomment 200 2ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:22:03.015] [INFO] default - [::ffff:127.0.0.1 POST /api/material/getmodule 200 18ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:22:03.067] [INFO] default - [undefined GET /model/static/model/stl/index.html 304 2ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:22:03.139] [INFO] default - [undefined GET /model/static/model/stl/js/Detector.js 304 3ms][http://www.manykit.com/model/static/model/stl/index.html HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:22:03.141] [INFO] default - [undefined GET /model/static/model/stl/js/stats.min.js 304 2ms][http://www.manykit.com/model/static/model/stl/index.html HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
[2018-10-19T10:22:03.142] [INFO] default - [undefined GET /model/static/model/stl/js/STLLoader.js 304 5ms][http://www.manykit.com/model/static/model/stl/index.html HTTP/1.0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36]
